Airline,Source,Destination,Total_Stops,Month_of_Journey,Day_of_Journey,Duration_in_minute,Price
Jet Airways,Delhi,Cochin,2 stops,6,24,810,12819
IndiGo,Delhi,Cochin,2 stops,9,3,880,8146
Jet Airways,Delhi,Cochin,1 stop,3,27,440,12242
Jet Airways,Delhi,Cochin,1 stop,3,27,650,12242
Jet Airways,Delhi,Cochin,2 stops,5,21,425,16274
GoAir,Kolkata,Banglore,non-stop,6,15,155,3514
Air Asia,Banglore,Delhi,non-stop,5,27,170,3383
Vistara,Banglore,Delhi,non-stop,3,6,165,4878
Multiple carriers,Delhi,Cochin,1 stop,1,6,930,13377
Multiple carriers,Delhi,Cochin,1 stop,3,27,890,11299
IndiGo,Kolkata,Banglore,non-stop,6,4,155,4174
IndiGo,Delhi,Cochin,1 stop,3,3,455,7663
IndiGo,Delhi,Cochin,1 stop,1,6,810,6416
Jet Airways,Kolkata,Banglore,1 stop,12,5,330,13941
IndiGo,Banglore,New Delhi,non-stop,3,21,170,4777
Air India,Chennai,Kolkata,non-stop,1,3,135,19630
Jet Airways,Delhi,Cochin,1 stop,5,18,540,11399
Jet Airways,Delhi,Cochin,1 stop,3,21,350,6540
Multiple carriers,Delhi,Cochin,1 stop,6,6,490,7005
Jet Airways,Delhi,Cochin,2 stops,9,6,1025,10368
IndiGo,Banglore,Delhi,non-stop,5,15,165,3419
Jet Airways,Delhi,Cochin,2 stops,12,6,1375,13014
Air India,Delhi,Cochin,1 stop,6,3,1535,11522
IndiGo,Mumbai,Hyderabad,non-stop,6,24,90,2754
SpiceJet,Kolkata,Banglore,1 stop,5,24,315,4649
Air India,Kolkata,Banglore,1 stop,5,15,965,6117
Multiple carriers,Delhi,Cochin,1 stop,6,3,395,15147
Air India,Kolkata,Banglore,2 stops,5,24,1555,6117
Multiple carriers,Delhi,Cochin,1 stop,6,6,470,7354
Jet Airways,Kolkata,Banglore,1 stop,5,15,1295,14151
Multiple carriers,Delhi,Cochin,1 stop,5,21,555,14848
Multiple carriers,Delhi,Cochin,1 stop,5,27,570,13587
Jet Airways,Delhi,Cochin,1 stop,6,3,590,15400
Jet Airways,Banglore,New Delhi,1 stop,6,3,845,16736
Jet Airways,Kolkata,Banglore,1 stop,3,24,590,14231
Air India,Delhi,Cochin,2 stops,6,3,2170,11552
Vistara,Banglore,Delhi,non-stop,4,18,165,5823
Jet Airways,Banglore,Delhi,non-stop,5,21,165,7229
Multiple carriers,Delhi,Cochin,1 stop,9,5,860,7575
SpiceJet,Kolkata,Banglore,non-stop,3,27,150,3815
Jet Airways,Kolkata,Banglore,1 stop,5,24,800,12384
IndiGo,Delhi,Cochin,1 stop,5,27,345,6769
SpiceJet,Delhi,Cochin,1 stop,5,21,270,5158
Air India,Banglore,Delhi,non-stop,3,5,170,6121
Jet Airways,Kolkata,Banglore,1 stop,1,4,800,12681
Jet Airways,Banglore,Delhi,non-stop,5,27,185,7229
Air India,Kolkata,Banglore,2 stops,9,6,1255,11752
Air India,Banglore,Delhi,non-stop,5,21,165,6961
IndiGo,Delhi,Cochin,1 stop,9,4,975,6573
Jet Airways,Kolkata,Banglore,1 stop,1,4,960,12681
IndiGo,Delhi,Cochin,non-stop,3,3,185,7673
SpiceJet,Chennai,Kolkata,non-stop,5,18,135,3543
Jet Airways,Kolkata,Banglore,1 stop,5,18,1170,10844
Jet Airways,Kolkata,Banglore,1 stop,9,5,690,12384
Jet Airways,Delhi,Cochin,2 stops,9,6,1125,10368
Jet Airways,Banglore,New Delhi,1 stop,1,3,890,31825
Jet Airways,Kolkata,Banglore,1 stop,9,6,1285,14151
GoAir,Kolkata,Banglore,1 stop,5,15,495,6945
IndiGo,Banglore,New Delhi,non-stop,3,24,165,4238
Multiple carriers,Delhi,Cochin,1 stop,3,27,440,7845
Jet Airways,Banglore,New Delhi,1 stop,12,3,375,12295
IndiGo,Delhi,Cochin,1 stop,9,5,380,6704
Vistara,Banglore,Delhi,non-stop,5,18,165,4878
Multiple carriers,Delhi,Cochin,1 stop,1,6,920,7038
Jet Airways,Delhi,Cochin,2 stops,6,15,810,11507
Air India,Banglore,New Delhi,3 stops,12,3,1480,13387
Jet Airways,Kolkata,Banglore,1 stop,5,18,1485,10844
Jet Airways,Kolkata,Banglore,1 stop,5,15,730,14781
Jet Airways,Banglore,Delhi,non-stop,3,5,180,5198
SpiceJet,Kolkata,Banglore,non-stop,6,15,150,3873
Jet Airways,Mumbai,Hyderabad,1 stop,6,3,1610,19595
Jet Airways,Banglore,Delhi,non-stop,9,4,185,7229
Multiple carriers,Delhi,Cochin,1 stop,9,6,930,7198
Jet Airways,Delhi,Cochin,2 stops,9,6,1025,13014
Jet Airways,Delhi,Cochin,2 stops,6,3,1380,16389
IndiGo,Banglore,New Delhi,non-stop,3,3,175,7648
Jet Airways,Mumbai,Hyderabad,2 stops,12,3,500,23843
Jet Airways,Banglore,New Delhi,1 stop,6,3,1445,15025
Jet Airways,Banglore,Delhi,non-stop,12,6,180,5769
Jet Airways,Kolkata,Banglore,1 stop,12,6,365,9899
Jet Airways,Banglore,New Delhi,1 stop,9,3,1475,11087
IndiGo,Delhi,Cochin,1 stop,4,24,320,5298
SpiceJet,Delhi,Cochin,1 stop,4,15,380,5899
Jet Airways,Delhi,Cochin,2 stops,6,6,535,13014
Multiple carriers,Delhi,Cochin,1 stop,3,6,480,7408
Multiple carriers,Delhi,Cochin,1 stop,6,15,375,16108
Jet Airways,Kolkata,Banglore,1 stop,12,5,345,10844
Jet Airways,Kolkata,Banglore,1 stop,9,5,890,9663
SpiceJet,Chennai,Kolkata,non-stop,3,21,135,3332
Multiple carriers,Delhi,Cochin,1 stop,6,27,690,10877
SpiceJet,Chennai,Kolkata,non-stop,6,6,135,3543
IndiGo,Chennai,Kolkata,non-stop,1,5,140,3597
Air India,Banglore,New Delhi,1 stop,9,3,1490,10321
IndiGo,Kolkata,Banglore,non-stop,5,21,160,4804
GoAir,Kolkata,Banglore,1 stop,9,6,475,3673
Jet Airways,Delhi,Cochin,2 stops,9,6,830,13376
Jet Airways,Delhi,Cochin,1 stop,9,5,450,15554
Multiple carriers,Delhi,Cochin,1 stop,9,6,510,7408
Air India,Kolkata,Banglore,non-stop,6,6,155,4145
Jet Airways,Mumbai,Hyderabad,non-stop,5,27,90,4995
Vistara,Banglore,Delhi,non-stop,6,24,170,4668
Multiple carriers,Delhi,Cochin,1 stop,5,15,750,13727
Jet Airways,Banglore,Delhi,non-stop,5,24,180,7229
Multiple carriers,Delhi,Cochin,1 stop,12,6,780,11789
Jet Airways,Banglore,New Delhi,1 stop,6,3,1290,17471
Jet Airways,Delhi,Cochin,2 stops,6,6,1615,11733
IndiGo,Banglore,Delhi,non-stop,3,4,170,3943
Jet Airways,Kolkata,Banglore,1 stop,6,5,570,11841
Jet Airways,Banglore,New Delhi,1 stop,3,18,695,11087
Air India,Banglore,New Delhi,3 stops,12,3,2120,13387
Jet Airways,Kolkata,Banglore,1 stop,6,6,750,14151
Jet Airways,Delhi,Cochin,1 stop,1,6,550,14714
IndiGo,Banglore,Delhi,non-stop,12,4,165,4990
Multiple carriers,Delhi,Cochin,1 stop,6,3,755,15077
Air India,Delhi,Cochin,2 stops,3,21,1560,8245
Jet Airways,Delhi,Cochin,1 stop,3,6,1595,10262
IndiGo,Chennai,Kolkata,non-stop,6,6,140,5277
Jet Airways,Banglore,New Delhi,1 stop,3,15,390,9623
Multiple carriers,Delhi,Cochin,1 stop,5,18,780,9794
Air India,Delhi,Cochin,non-stop,6,18,170,5201
IndiGo,Banglore,New Delhi,non-stop,9,3,170,6860
Air India,Kolkata,Banglore,1 stop,5,21,545,8366
Jet Airways,Delhi,Cochin,2 stops,9,5,1430,15129
IndiGo,Banglore,Delhi,non-stop,6,15,170,3943
Multiple carriers,Delhi,Cochin,2 stops,1,6,625,18275
IndiGo,Banglore,Delhi,non-stop,4,21,170,4823
Jet Airways,Kolkata,Banglore,1 stop,5,21,450,13941
Multiple carriers Premium economy,Delhi,Cochin,1 stop,3,21,440,11269
Air India,Kolkata,Banglore,2 stops,6,6,1415,10697
Vistara,Delhi,Cochin,non-stop,4,24,190,6216
Vistara,Kolkata,Banglore,1 stop,9,5,385,8085
Air India,Delhi,Cochin,2 stops,5,21,1560,11972
Jet Airways,Kolkata,Banglore,1 stop,9,5,910,8586
SpiceJet,Banglore,Delhi,non-stop,4,24,160,3971
Jet Airways,Banglore,New Delhi,non-stop,3,21,160,7229
Air India,Delhi,Cochin,2 stops,9,3,2170,11762
Jet Airways,Delhi,Cochin,2 stops,9,6,1300,13376
SpiceJet,Banglore,Delhi,non-stop,5,15,160,3311
Jet Airways,Kolkata,Banglore,1 stop,5,18,1430,9663
Air India,Kolkata,Banglore,2 stops,5,15,1665,16057
IndiGo,Kolkata,Banglore,non-stop,1,4,155,4174
Air India,Delhi,Cochin,2 stops,5,21,1580,10975
Air India,Delhi,Cochin,2 stops,5,15,1180,10651
Jet Airways,Banglore,Delhi,non-stop,3,4,175,4544
Jet Airways,Kolkata,Banglore,1 stop,3,24,1660,10031
IndiGo,Banglore,New Delhi,1 stop,9,3,295,4259
Multiple carriers,Delhi,Cochin,1 stop,6,27,385,9646
Vistara,Chennai,Kolkata,non-stop,6,3,135,7414
Jet Airways,Delhi,Cochin,2 stops,3,6,810,10368
IndiGo,Chennai,Kolkata,non-stop,6,3,140,5277
IndiGo,Kolkata,Banglore,non-stop,6,4,155,4174
Air Asia,Kolkata,Banglore,non-stop,4,21,155,4409
Jet Airways,Banglore,New Delhi,non-stop,3,24,180,7229
IndiGo,Delhi,Cochin,1 stop,3,3,645,14871
Multiple carriers,Delhi,Cochin,1 stop,5,18,660,10197
Multiple carriers,Delhi,Cochin,1 stop,3,27,480,12537
SpiceJet,Delhi,Cochin,1 stop,9,4,315,5351
Jet Airways,Delhi,Cochin,1 stop,6,6,300,14714
Vistara,Delhi,Cochin,non-stop,3,27,190,4851
Jet Airways,Banglore,Delhi,non-stop,9,5,180,7229
Multiple carriers,Delhi,Cochin,1 stop,5,18,535,8476
Air India,Kolkata,Banglore,1 stop,6,5,580,6117
Air India,Banglore,New Delhi,non-stop,3,15,165,7276
Jet Airways,Banglore,New Delhi,1 stop,6,3,935,16736
IndiGo,Chennai,Kolkata,non-stop,12,3,145,6297
Jet Airways,Kolkata,Banglore,1 stop,6,5,775,13584
Air India,Delhi,Cochin,2 stops,3,6,1855,12488
Air India,Banglore,Delhi,non-stop,1,5,170,6121
IndiGo,Delhi,Cochin,non-stop,6,21,195,5000
Multiple carriers,Delhi,Cochin,1 stop,6,3,755,15603
Multiple carriers,Delhi,Cochin,1 stop,6,15,570,13587
SpiceJet,Delhi,Cochin,1 stop,6,3,360,9748
Multiple carriers,Delhi,Cochin,1 stop,5,21,730,10711
Jet Airways,Delhi,Cochin,1 stop,12,6,660,10577
SpiceJet,Banglore,Delhi,non-stop,12,5,160,3257
Air India,Delhi,Cochin,1 stop,3,6,640,8372
Jet Airways,Delhi,Cochin,1 stop,6,27,1295,10262
Jet Airways,Kolkata,Banglore,1 stop,12,5,800,13941
Jet Airways,Delhi,Cochin,1 stop,3,3,1110,19828
Jet Airways,Delhi,Cochin,2 stops,9,6,1295,13292
GoAir,Kolkata,Banglore,1 stop,1,5,495,6686
SpiceJet,Mumbai,Hyderabad,non-stop,12,5,90,1965
Air India,Banglore,Delhi,non-stop,4,24,165,5228
Air India,Delhi,Cochin,1 stop,5,27,1535,8425
SpiceJet,Mumbai,Hyderabad,non-stop,3,18,85,1965
Jet Airways,Kolkata,Banglore,1 stop,5,21,1285,11467
Jet Airways,Banglore,Delhi,non-stop,4,15,175,7229
GoAir,Banglore,New Delhi,non-stop,3,3,175,6722
Air India,Banglore,Delhi,non-stop,5,15,165,6961
IndiGo,Delhi,Cochin,2 stops,6,3,565,6610
Jet Airways,Banglore,Delhi,non-stop,12,5,175,4544
Jet Airways,Kolkata,Banglore,1 stop,5,18,1495,14388
Air India,Delhi,Cochin,1 stop,5,27,1515,8372
Jet Airways,Delhi,Cochin,2 stops,6,27,1045,12819
IndiGo,Chennai,Kolkata,non-stop,5,24,140,5277
IndiGo,Delhi,Cochin,1 stop,5,27,315,5636
Air India,Kolkata,Banglore,2 stops,9,6,1165,12744
Multiple carriers,Delhi,Cochin,1 stop,9,3,545,6916
Jet Airways,Delhi,Cochin,1 stop,3,4,1570,5177
Jet Airways,Kolkata,Banglore,1 stop,5,24,365,14571
Multiple carriers,Delhi,Cochin,1 stop,3,3,450,17057
Multiple carriers,Delhi,Cochin,1 stop,3,27,590,11667
Jet Airways,Kolkata,Banglore,1 stop,5,18,1005,14151
GoAir,Banglore,Delhi,non-stop,6,4,165,3419
IndiGo,Kolkata,Banglore,non-stop,6,3,155,5618
Jet Airways,Kolkata,Banglore,1 stop,3,24,810,11134
IndiGo,Banglore,New Delhi,non-stop,3,24,170,5694
IndiGo,Chennai,Kolkata,non-stop,5,15,140,3597
Air India,Kolkata,Banglore,2 stops,5,18,810,10697
Jet Airways,Delhi,Cochin,2 stops,3,21,1995,10929
Jet Airways,Delhi,Cochin,1 stop,9,6,1325,10577
IndiGo,Delhi,Cochin,1 stop,3,27,755,8285
Jet Airways,Kolkata,Banglore,1 stop,1,5,1500,11467
Air India,Delhi,Cochin,2 stops,6,27,1275,10441
GoAir,Delhi,Cochin,1 stop,12,6,310,7870
Air India,Delhi,Cochin,1 stop,6,24,925,8669
Air India,Delhi,Cochin,1 stop,5,15,1420,7480
Jet Airways,Banglore,Delhi,non-stop,1,6,180,8016
Air India,Delhi,Cochin,2 stops,6,6,1795,12961
Air India,Banglore,New Delhi,2 stops,1,3,905,17345
IndiGo,Kolkata,Banglore,non-stop,3,3,170,4778
IndiGo,Delhi,Cochin,1 stop,3,27,860,8784
Multiple carriers,Delhi,Cochin,1 stop,6,27,720,12192
Air India,Delhi,Cochin,1 stop,1,6,675,9929
IndiGo,Banglore,Delhi,non-stop,6,18,170,4823
Air India,Banglore,Delhi,non-stop,5,24,170,5228
Air India,Delhi,Cochin,1 stop,3,3,1420,24017
Jet Airways,Delhi,Cochin,1 stop,9,5,1415,12373
IndiGo,Banglore,Delhi,non-stop,6,6,165,3943
IndiGo,Kolkata,Banglore,non-stop,9,5,155,4804
IndiGo,Banglore,Delhi,non-stop,9,4,180,3943
Jet Airways,Kolkata,Banglore,1 stop,1,4,855,7064
SpiceJet,Banglore,Delhi,non-stop,3,4,170,3971
IndiGo,Mumbai,Hyderabad,non-stop,12,6,90,3175
Air Asia,Kolkata,Banglore,non-stop,4,24,150,4107
Air India,Kolkata,Banglore,2 stops,5,21,1210,11432
SpiceJet,Mumbai,Hyderabad,non-stop,6,27,90,2017
Air India,Banglore,New Delhi,2 stops,3,18,435,13261
IndiGo,Chennai,Kolkata,non-stop,3,15,145,6297
IndiGo,Banglore,New Delhi,1 stop,1,3,290,8110
Jet Airways,Delhi,Cochin,1 stop,5,27,1280,12898
Air India,Delhi,Cochin,2 stops,6,27,1595,9653
Air India,Mumbai,Hyderabad,2 stops,6,3,1775,25139
IndiGo,Delhi,Cochin,1 stop,6,27,515,6442
IndiGo,Mumbai,Hyderabad,non-stop,3,15,85,3175
IndiGo,Delhi,Cochin,1 stop,6,6,305,10112
Jet Airways,Kolkata,Banglore,1 stop,5,21,730,14388
IndiGo,Delhi,Cochin,1 stop,6,6,665,6818
Jet Airways,Kolkata,Banglore,1 stop,5,18,375,8586
IndiGo,Delhi,Cochin,1 stop,6,27,380,6412
SpiceJet,Chennai,Kolkata,non-stop,3,21,155,3332
Air India,Mumbai,Hyderabad,non-stop,3,21,80,3100
Jet Airways,Kolkata,Banglore,1 stop,5,15,330,14388
SpiceJet,Kolkata,Banglore,non-stop,1,4,140,3873
Vistara,Kolkata,Banglore,1 stop,12,5,1440,8610
Jet Airways,Delhi,Cochin,1 stop,5,18,610,12373
IndiGo,Delhi,Cochin,1 stop,6,4,300,5073
IndiGo,Kolkata,Banglore,1 stop,3,24,270,9806
SpiceJet,Banglore,Delhi,non-stop,6,5,170,3971
Jet Airways,Kolkata,Banglore,1 stop,5,24,1595,10844
Jet Airways,Delhi,Cochin,1 stop,6,3,1240,17024
Jet Airways,Kolkata,Banglore,1 stop,5,24,395,14151
IndiGo,Delhi,Cochin,1 stop,3,6,625,6093
IndiGo,Delhi,Cochin,1 stop,6,6,425,6818
Jet Airways,Delhi,Cochin,2 stops,1,6,910,13292
Jet Airways,Delhi,Cochin,1 stop,6,24,1620,10262
Jet Airways,Delhi,Cochin,2 stops,6,27,1615,11118
SpiceJet,Banglore,Delhi,non-stop,5,27,175,3257
IndiGo,Chennai,Kolkata,non-stop,6,27,140,3597
Jet Airways,Delhi,Cochin,2 stops,5,27,1775,15129
Air Asia,Kolkata,Banglore,non-stop,5,18,150,5989
Jet Airways,Delhi,Cochin,1 stop,12,6,450,14714
GoAir,Banglore,Delhi,non-stop,1,5,175,3898
SpiceJet,Kolkata,Banglore,non-stop,1,6,140,3841
IndiGo,Kolkata,Banglore,1 stop,5,24,295,9376
Jet Airways,Delhi,Cochin,1 stop,6,24,660,18581
IndiGo,Kolkata,Banglore,non-stop,4,27,155,4804
Jet Airways,Delhi,Cochin,1 stop,5,27,1680,12898
IndiGo,Banglore,Delhi,non-stop,9,4,170,4423
Vistara,Kolkata,Banglore,1 stop,5,24,865,9187
IndiGo,Delhi,Cochin,1 stop,9,3,515,6674
IndiGo,Mumbai,Hyderabad,non-stop,6,6,90,2754
Jet Airways,Kolkata,Banglore,1 stop,12,6,800,13044
IndiGo,Kolkata,Banglore,non-stop,4,21,160,4804
IndiGo,Banglore,Delhi,non-stop,4,21,170,4423
Vistara,Banglore,New Delhi,non-stop,9,3,160,7450
Jet Airways,Kolkata,Banglore,1 stop,1,5,1570,9314
Air India,Banglore,New Delhi,non-stop,3,3,170,10216
Multiple carriers,Delhi,Cochin,1 stop,5,21,505,9103
IndiGo,Kolkata,Banglore,non-stop,6,4,150,4174
Jet Airways,Delhi,Cochin,1 stop,3,6,1145,10262
Jet Airways,Delhi,Cochin,1 stop,1,6,1425,14714
Jet Airways,Kolkata,Banglore,1 stop,5,15,590,10844
Multiple carriers,Delhi,Cochin,1 stop,9,3,825,13941
Jet Airways,Kolkata,Banglore,1 stop,6,6,1005,10539
Jet Airways,Delhi,Cochin,2 stops,6,15,600,14237
Air Asia,Banglore,Delhi,non-stop,12,5,165,3383
SpiceJet,Chennai,Kolkata,non-stop,6,6,135,3597
Air India,Kolkata,Banglore,2 stops,9,5,1200,14687
SpiceJet,Mumbai,Hyderabad,non-stop,12,5,90,1965
SpiceJet,Banglore,Delhi,non-stop,4,27,160,4319
IndiGo,Kolkata,Banglore,1 stop,6,6,290,5069
GoAir,Banglore,Delhi,non-stop,6,6,165,3419
Jet Airways,Banglore,Delhi,non-stop,5,18,175,7229
SpiceJet,Kolkata,Banglore,non-stop,3,3,150,6251
SpiceJet,Mumbai,Hyderabad,non-stop,9,5,90,1965
Jet Airways,Delhi,Cochin,2 stops,12,6,810,13014
Jet Airways,Delhi,Cochin,1 stop,3,21,1385,12347
Jet Airways,Kolkata,Banglore,1 stop,5,24,1450,13067
Multiple carriers Premium economy,Delhi,Cochin,1 stop,3,21,725,9845
Jet Airways,Kolkata,Banglore,1 stop,1,4,505,11467
Jet Airways,Kolkata,Banglore,1 stop,6,5,685,10844
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,90,8040
Multiple carriers,Delhi,Cochin,1 stop,6,27,765,9646
IndiGo,Kolkata,Banglore,1 stop,3,24,340,9413
Air India,Delhi,Cochin,2 stops,6,6,1395,11596
Jet Airways,Banglore,New Delhi,1 stop,3,18,1280,11087
SpiceJet,Kolkata,Banglore,non-stop,4,27,145,4174
Jet Airways,Delhi,Cochin,1 stop,5,27,1210,16079
Jet Airways,Kolkata,Banglore,1 stop,1,5,1520,12121
Jet Airways,Delhi,Cochin,1 stop,3,21,335,6017
Multiple carriers,Delhi,Cochin,1 stop,5,27,900,8475
Jet Airways,Banglore,Delhi,non-stop,6,27,175,8016
Multiple carriers,Delhi,Cochin,1 stop,5,27,630,6943
Multiple carriers,Delhi,Cochin,1 stop,3,6,840,13377
IndiGo,Delhi,Cochin,1 stop,6,27,810,6093
Air India,Kolkata,Banglore,1 stop,1,4,930,7893
Jet Airways,Kolkata,Banglore,1 stop,12,5,800,14151
Jet Airways,Mumbai,Hyderabad,non-stop,1,6,90,3210
Jet Airways,Kolkata,Banglore,1 stop,3,24,725,11134
Jet Airways,Kolkata,Banglore,1 stop,5,24,365,10844
Jet Airways,Banglore,Delhi,non-stop,3,5,180,7229
GoAir,Kolkata,Banglore,1 stop,5,18,455,10586
Vistara,Kolkata,Banglore,1 stop,5,18,1625,9345
Jet Airways,Kolkata,Banglore,1 stop,5,15,1055,14781
Air India,Banglore,New Delhi,2 stops,1,3,980,13576
Multiple carriers,Delhi,Cochin,1 stop,6,15,795,9526
Jet Airways,Delhi,Cochin,2 stops,9,4,810,11664
IndiGo,Kolkata,Banglore,non-stop,9,5,155,4804
Jet Airways,Delhi,Cochin,2 stops,6,15,1490,13882
Jet Airways,Mumbai,Hyderabad,non-stop,3,5,90,8040
Jet Airways,Kolkata,Banglore,1 stop,6,5,800,14388
Multiple carriers,Delhi,Cochin,1 stop,6,27,560,6007
Multiple carriers,Delhi,Cochin,1 stop,1,6,840,7408
Jet Airways,Delhi,Cochin,1 stop,12,6,1105,10262
Multiple carriers,Delhi,Cochin,1 stop,6,5,390,8073
Multiple carriers,Delhi,Cochin,1 stop,5,27,455,9103
Air India,Mumbai,Hyderabad,non-stop,3,27,75,2575
IndiGo,Banglore,Delhi,non-stop,3,5,170,3943
Jet Airways,Kolkata,Banglore,1 stop,5,18,475,14781
Multiple carriers,Delhi,Cochin,1 stop,6,6,930,7723
IndiGo,Banglore,Delhi,non-stop,12,4,175,4823
Air India,Mumbai,Hyderabad,1 stop,6,3,1465,14408
Jet Airways,Delhi,Cochin,1 stop,9,5,1100,12373
IndiGo,Delhi,Cochin,non-stop,9,6,195,5601
Jet Airways,Delhi,Cochin,1 stop,3,6,1210,10262
Multiple carriers,Delhi,Cochin,2 stops,6,3,850,7731
SpiceJet,Chennai,Kolkata,non-stop,5,21,140,3543
SpiceJet,Kolkata,Banglore,non-stop,4,24,155,3841
Air India,Delhi,Cochin,non-stop,6,24,180,5201
Jet Airways,Delhi,Cochin,2 stops,1,6,1300,13376
Jet Airways,Delhi,Cochin,non-stop,5,21,195,7202
Jet Airways,Banglore,New Delhi,1 stop,12,3,710,13817
Air India,Kolkata,Banglore,2 stops,9,5,1415,10697
Air India,Mumbai,Hyderabad,2 stops,12,3,560,11342
Jet Airways,Kolkata,Banglore,1 stop,1,4,450,13364
Air India,Mumbai,Hyderabad,non-stop,6,21,80,3100
IndiGo,Kolkata,Banglore,1 stop,9,5,295,11465
Air India,Kolkata,Banglore,2 stops,5,15,1700,14482
Vistara,Banglore,Delhi,non-stop,6,5,155,4878
SpiceJet,Kolkata,Banglore,non-stop,6,3,150,4622
Multiple carriers,Delhi,Cochin,1 stop,5,21,385,8266
IndiGo,Banglore,Delhi,non-stop,4,24,175,4823
Air India,Banglore,New Delhi,2 stops,12,3,1800,12725
Jet Airways,Banglore,New Delhi,1 stop,12,3,1425,11087
Air India,Kolkata,Banglore,2 stops,5,21,1385,14960
Jet Airways,Delhi,Cochin,1 stop,5,18,1005,15554
Air India,Delhi,Cochin,2 stops,6,15,1420,10975
Jet Airways,Banglore,Delhi,non-stop,6,15,180,8016
Air India,Kolkata,Banglore,2 stops,12,5,920,13243
Jet Airways,Delhi,Cochin,1 stop,3,27,1015,6017
IndiGo,Kolkata,Banglore,non-stop,6,6,155,4804
Air Asia,Banglore,New Delhi,non-stop,3,24,165,3383
IndiGo,Delhi,Cochin,1 stop,5,18,750,7081
IndiGo,Banglore,New Delhi,1 stop,3,21,245,5746
SpiceJet,Kolkata,Banglore,non-stop,3,6,140,3841
SpiceJet,Delhi,Cochin,1 stop,6,3,270,8488
Air India,Kolkata,Banglore,1 stop,3,24,1555,12173
Air India,Banglore,Delhi,non-stop,1,4,165,5176
SpiceJet,Banglore,Delhi,non-stop,6,24,160,3625
Multiple carriers,Delhi,Cochin,1 stop,3,27,455,6953
Multiple carriers,Delhi,Cochin,1 stop,9,5,675,9871
Air Asia,Delhi,Cochin,1 stop,6,24,830,6752
Jet Airways,Kolkata,Banglore,1 stop,9,5,1155,9663
Jet Airways,Kolkata,Banglore,1 stop,12,5,730,14388
SpiceJet,Mumbai,Hyderabad,non-stop,9,3,85,5755
Air India,Mumbai,Hyderabad,non-stop,1,6,80,3100
Multiple carriers,Delhi,Cochin,1 stop,3,21,385,7242
IndiGo,Delhi,Cochin,1 stop,6,24,325,5636
Multiple carriers,Delhi,Cochin,1 stop,6,24,600,8099
Jet Airways,Delhi,Cochin,2 stops,3,6,810,13014
Air Asia,Kolkata,Banglore,non-stop,4,15,155,4409
Air Asia,Delhi,Cochin,1 stop,4,27,340,6451
Jet Airways,Delhi,Cochin,1 stop,1,6,1530,10262
SpiceJet,Banglore,Delhi,non-stop,6,4,175,3971
Air India,Kolkata,Banglore,2 stops,6,6,920,13033
IndiGo,Delhi,Cochin,1 stop,3,3,345,9257
Air India,Delhi,Cochin,1 stop,9,3,965,12415
SpiceJet,Kolkata,Banglore,non-stop,3,15,140,3815
Jet Airways,Banglore,New Delhi,1 stop,12,3,900,13817
Multiple carriers,Delhi,Cochin,1 stop,12,6,470,7354
Vistara,Banglore,Delhi,non-stop,5,27,170,4668
Vistara,Chennai,Kolkata,non-stop,5,18,135,3687
IndiGo,Delhi,Cochin,1 stop,5,21,275,5054
Vistara,Delhi,Cochin,non-stop,12,6,190,6216
IndiGo,Banglore,Delhi,non-stop,12,5,170,5740
Jet Airways,Banglore,Delhi,non-stop,5,24,165,7229
Multiple carriers,Delhi,Cochin,1 stop,5,15,390,7670
Jet Airways,Delhi,Cochin,1 stop,4,15,360,6542
Jet Airways,Delhi,Cochin,1 stop,6,3,800,15764
IndiGo,Kolkata,Banglore,1 stop,1,4,325,6284
Jet Airways,Kolkata,Banglore,1 stop,1,5,910,13941
Jet Airways,Kolkata,Banglore,1 stop,6,6,475,14571
SpiceJet,Banglore,Delhi,non-stop,6,15,170,4885
Jet Airways,Delhi,Cochin,2 stops,6,24,1375,10368
Jet Airways,Delhi,Cochin,1 stop,9,3,455,15554
Jet Airways,Delhi,Cochin,2 stops,5,27,810,15129
IndiGo,Delhi,Cochin,1 stop,12,6,320,6147
Jet Airways,Mumbai,Hyderabad,non-stop,3,3,90,5678
Jet Airways,Kolkata,Banglore,1 stop,12,5,1025,9663
SpiceJet,Kolkata,Banglore,1 stop,5,15,330,7804
IndiGo,Kolkata,Banglore,non-stop,3,3,165,6985
Jet Airways,Kolkata,Banglore,1 stop,6,6,685,14571
IndiGo,Mumbai,Hyderabad,non-stop,9,3,90,4784
Jet Airways,Kolkata,Banglore,1 stop,6,6,400,10844
Jet Airways,Delhi,Cochin,2 stops,3,21,1600,8728
SpiceJet,Kolkata,Banglore,non-stop,6,21,145,3873
IndiGo,Kolkata,Banglore,non-stop,4,18,160,4174
Air India,Kolkata,Banglore,2 stops,5,21,1165,13899
Jet Airways,Kolkata,Banglore,1 stop,6,5,1005,10953
Multiple carriers,Delhi,Cochin,1 stop,9,6,720,13587
Jet Airways,Mumbai,Hyderabad,non-stop,3,27,90,2071
Multiple carriers,Delhi,Cochin,1 stop,6,5,690,10529
Jet Airways,Kolkata,Banglore,1 stop,9,5,1450,12121
Air India,Delhi,Cochin,2 stops,3,3,1545,15113
IndiGo,Delhi,Cochin,1 stop,6,3,675,6171
Jet Airways,Kolkata,Banglore,1 stop,5,24,735,8586
